center,steering,throttle,speed,cte
/Users/brianpulfer/Desktop/dataset/IMG/center_00000032.jpg,0,1,0.9215708,0.05133751
/Users/brianpulfer/Desktop/dataset/IMG/center_00000033.jpg,0,1,0.9657972,0.05131152
/Users/brianpulfer/Desktop/dataset/IMG/center_00000034.jpg,0,1,1.010771,0.05127701
/Users/brianpulfer/Desktop/dataset/IMG/center_00000035.jpg,0,1,1.113283,0.05128179
/Users/brianpulfer/Desktop/dataset/IMG/center_00000036.jpg,0,1,1.186925,0.05123953
/Users/brianpulfer/Desktop/dataset/IMG/center_00000037.jpg,0,1,1.227838,0.05125489
/Users/brianpulfer/Desktop/dataset/IMG/center_00000038.jpg,0,1,1.278186,0.05129838
/Users/brianpulfer/Desktop/dataset/IMG/center_00000039.jpg,0,1,1.308644,0.05129318
/Users/brianpulfer/Desktop/dataset/IMG/center_00000040.jpg,0,1,1.435054,0.05144149
/Users/brianpulfer/Desktop/dataset/IMG/center_00000041.jpg,0,1,1.48238,0.05147279
/Users/brianpulfer/Desktop/dataset/IMG/center_00000042.jpg,0,1,1.543423,0.05145565
/Users/brianpulfer/Desktop/dataset/IMG/center_00000043.jpg,0,1,1.578404,0.05146513
/Users/brianpulfer/Desktop/dataset/IMG/center_00000044.jpg,0,1,1.647289,0.05148868
/Users/brianpulfer/Desktop/dataset/IMG/center_00000045.jpg,0,1,1.733401,0.05159292
/Users/brianpulfer/Desktop/dataset/IMG/center_00000046.jpg,0,1,1.786898,0.05161216
/Users/brianpulfer/Desktop/dataset/IMG/center_00000047.jpg,0,1,1.826341,0.05160528
/Users/brianpulfer/Desktop/dataset/IMG/center_00000048.jpg,0,1,1.886446,0.05164712
/Users/brianpulfer/Desktop/dataset/IMG/center_00000049.jpg,0,1,1.989886,0.0516721
/Users/brianpulfer/Desktop/dataset/IMG/center_00000050.jpg,0,1,2.047485,0.05165041
/Users/brianpulfer/Desktop/dataset/IMG/center_00000051.jpg,0,1,2.09781,0.05171271
/Users/brianpulfer/Desktop/dataset/IMG/center_00000052.jpg,0,1,2.154928,0.05180271
/Users/brianpulfer/Desktop/dataset/IMG/center_00000053.jpg,0,1,2.259327,0.05190587
/Users/brianpulfer/Desktop/dataset/IMG/center_00000054.jpg,0,1,2.297438,0.05197975
/Users/brianpulfer/Desktop/dataset/IMG/center_00000055.jpg,0,1,2.36569,0.05205533
/Users/brianpulfer/Desktop/dataset/IMG/center_00000056.jpg,0,1,2.388612,0.05212582
/Users/brianpulfer/Desktop/dataset/IMG/center_00000057.jpg,0,1,2.493243,0.05233146
/Users/brianpulfer/Desktop/dataset/IMG/center_00000058.jpg,0,1,2.567211,0.05244631
/Users/brianpulfer/Desktop/dataset/IMG/center_00000059.jpg,0,1,2.591614,0.05256413
/Users/brianpulfer/Desktop/dataset/IMG/center_00000060.jpg,0,1,2.666512,0.05269468
/Users/brianpulfer/Desktop/dataset/IMG/center_00000061.jpg,0,1,2.764931,0.05297465
/Users/brianpulfer/Desktop/dataset/IMG/center_00000062.jpg,0,1,2.792526,0.05312158
/Users/brianpulfer/Desktop/dataset/IMG/center_00000063.jpg,0,1,2.862328,0.05328537
/Users/brianpulfer/Desktop/dataset/IMG/center_00000064.jpg,0,1,2.893066,0.05344721
/Users/brianpulfer/Desktop/dataset/IMG/center_00000065.jpg,0,1,2.993357,0.05380183
/Users/brianpulfer/Desktop/dataset/IMG/center_00000066.jpg,0,1,3.054788,0.05399556
/Users/brianpulfer/Desktop/dataset/IMG/center_00000067.jpg,0,1,3.093131,0.05418601
/Users/brianpulfer/Desktop/dataset/IMG/center_00000068.jpg,0,1,3.150066,0.05439366
/Users/brianpulfer/Desktop/dataset/IMG/center_00000069.jpg,0,1,3.245165,0.05481961
/Users/brianpulfer/Desktop/dataset/IMG/center_00000070.jpg,0,1,3.29006,0.05504111
/Users/brianpulfer/Desktop/dataset/IMG/center_00000071.jpg,0,1,3.340458,0.05527465
/Users/brianpulfer/Desktop/dataset/IMG/center_00000072.jpg,0,1,3.387047,0.05551246
/Users/brianpulfer/Desktop/dataset/IMG/center_00000073.jpg,0,1,3.483206,0.05601485
/Users/brianpulfer/Desktop/dataset/IMG/center_00000074.jpg,0,1,3.531163,0.0562783
/Users/brianpulfer/Desktop/dataset/IMG/center_00000075.jpg,0,1,3.578713,0.05654999
/Users/brianpulfer/Desktop/dataset/IMG/center_00000076.jpg,0,1,3.626299,0.05683052
/Users/brianpulfer/Desktop/dataset/IMG/center_00000077.jpg,0,1,3.721102,0.05741898
/Users/brianpulfer/Desktop/dataset/IMG/center_00000078.jpg,0,1,3.768363,0.0577274
/Users/brianpulfer/Desktop/dataset/IMG/center_00000079.jpg,0,1,3.815528,0.05804551
/Users/brianpulfer/Desktop/dataset/IMG/center_00000080.jpg,0,1,3.862596,0.05837382
/Users/brianpulfer/Desktop/dataset/IMG/center_00000081.jpg,0,1,3.956438,0.05906149
/Users/brianpulfer/Desktop/dataset/IMG/center_00000082.jpg,0,1,4.003211,0.05942135
/Users/brianpulfer/Desktop/dataset/IMG/center_00000083.jpg,0,1,4.049887,0.05979238
/Users/brianpulfer/Desktop/dataset/IMG/center_00000084.jpg,0,1,4.142944,0.060568
/Users/brianpulfer/Desktop/dataset/IMG/center_00000085.jpg,0,1,4.189327,0.06097318
/Users/brianpulfer/Desktop/dataset/IMG/center_00000086.jpg,0,1,4.235612,0.06139018
/Users/brianpulfer/Desktop/dataset/IMG/center_00000087.jpg,0,1,4.281802,0.06181921
/Users/brianpulfer/Desktop/dataset/IMG/center_00000088.jpg,0,1,4.373894,0.06271441
/Users/brianpulfer/Desktop/dataset/IMG/center_00000089.jpg,0,1,4.419798,0.06318093
/Users/brianpulfer/Desktop/dataset/IMG/center_00000090.jpg,0,1,4.465608,0.06366035
/Users/brianpulfer/Desktop/dataset/IMG/center_00000091.jpg,0,1,4.556948,0.0646588
/Users/brianpulfer/Desktop/dataset/IMG/center_00000092.jpg,0,1,4.602479,0.06517829
/Users/brianpulfer/Desktop/dataset/IMG/center_00000093.jpg,0,1,4.647919,0.06571167
/Users/brianpulfer/Desktop/dataset/IMG/center_00000094.jpg,0,1,4.693267,0.06625916
/Users/brianpulfer/Desktop/dataset/IMG/center_00000095.jpg,0,1,4.783689,0.06739727
/Users/brianpulfer/Desktop/dataset/IMG/center_00000096.jpg,0,1,4.828762,0.06798849
/Users/brianpulfer/Desktop/dataset/IMG/center_00000097.jpg,0,1,4.873745,0.0685948
/Users/brianpulfer/Desktop/dataset/IMG/center_00000098.jpg,0,1,4.918637,0.06921645
/Users/brianpulfer/Desktop/dataset/IMG/center_00000099.jpg,0,1,5.008146,0.07050688
/Users/brianpulfer/Desktop/dataset/IMG/center_00000100.jpg,0,1,5.056633,0.07117689
/Users/brianpulfer/Desktop/dataset/IMG/center_00000101.jpg,0,1,5.080239,0.07186145
/Users/brianpulfer/Desktop/dataset/IMG/center_00000102.jpg,0,1,5.059359,0.07332417
/Users/brianpulfer/Desktop/dataset/IMG/center_00000103.jpg,0,1,5.229165,0.07410932
/Users/brianpulfer/Desktop/dataset/IMG/center_00000104.jpg,0,1,5.237267,0.07464179
/Users/brianpulfer/Desktop/dataset/IMG/center_00000105.jpg,0,1,5.330037,0.07609287
/Users/brianpulfer/Desktop/dataset/IMG/center_00000106.jpg,0,1,5.435981,0.07736115
/Users/brianpulfer/Desktop/dataset/IMG/center_00000107.jpg,0,1,5.476794,0.07783149
/Users/brianpulfer/Desktop/dataset/IMG/center_00000108.jpg,0,1,5.565341,0.07967542
/Users/brianpulfer/Desktop/dataset/IMG/center_00000109.jpg,0,1,5.608469,0.08106324
/Users/brianpulfer/Desktop/dataset/IMG/center_00000110.jpg,0,1,5.647314,0.08161628
/Users/brianpulfer/Desktop/dataset/IMG/center_00000111.jpg,0,1,5.690285,0.08375812
/Users/brianpulfer/Desktop/dataset/IMG/center_00000112.jpg,0,1,5.810196,0.08488717
/Users/brianpulfer/Desktop/dataset/IMG/center_00000113.jpg,0,1,5.768941,0.08558667
/Users/brianpulfer/Desktop/dataset/IMG/center_00000114.jpg,0,1,5.889094,0.08726829
/Users/brianpulfer/Desktop/dataset/IMG/center_00000115.jpg,0,1,5.96663,0.08847157
/Users/brianpulfer/Desktop/dataset/IMG/center_00000116.jpg,0,1,5.993781,0.08894162
/Users/brianpulfer/Desktop/dataset/IMG/center_00000117.jpg,0,1,6.022658,0.09029861
/Users/brianpulfer/Desktop/dataset/IMG/center_00000118.jpg,0,1,6.15835,0.09195888
/Users/brianpulfer/Desktop/dataset/IMG/center_00000119.jpg,0,1,6.08953,0.09276456
/Users/brianpulfer/Desktop/dataset/IMG/center_00000120.jpg,0,1,6.234294,0.09450351
/Users/brianpulfer/Desktop/dataset/IMG/center_00000121.jpg,0,1,6.269794,0.09584654
/Users/brianpulfer/Desktop/dataset/IMG/center_00000122.jpg,0,1,6.296799,0.09643681
/Users/brianpulfer/Desktop/dataset/IMG/center_00000123.jpg,0.03878565,1,6.367098,0.09836646
/Users/brianpulfer/Desktop/dataset/IMG/center_00000124.jpg,0.07735048,1,6.490678,0.09981052
/Users/brianpulfer/Desktop/dataset/IMG/center_00000125.jpg,0.1182753,1,6.422727,0.1012034
/Users/brianpulfer/Desktop/dataset/IMG/center_00000126.jpg,0.1566687,1,6.523609,0.1035686
/Users/brianpulfer/Desktop/dataset/IMG/center_00000127.jpg,0.1950843,1,6.526951,0.1097738
/Users/brianpulfer/Desktop/dataset/IMG/center_00000128.jpg,0.1565501,1,6.616904,0.1144416
/Users/brianpulfer/Desktop/dataset/IMG/center_00000129.jpg,0.1139639,1,6.632908,0.1200856
/Users/brianpulfer/Desktop/dataset/IMG/center_00000130.jpg,0.07373796,1,6.777298,0.1354362
/Users/brianpulfer/Desktop/dataset/IMG/center_00000131.jpg,0.0348915,1,6.726907,0.1446029
/Users/brianpulfer/Desktop/dataset/IMG/center_00000132.jpg,0,1,6.880794,0.1674179
/Users/brianpulfer/Desktop/dataset/IMG/center_00000133.jpg,0,1,6.868944,0.1800943
/Users/brianpulfer/Desktop/dataset/IMG/center_00000134.jpg,0,1,6.900646,0.1490411
/Users/brianpulfer/Desktop/dataset/IMG/center_00000135.jpg,0.03934114,1,6.954882,0.1197201
/Users/brianpulfer/Desktop/dataset/IMG/center_00000136.jpg,0.07834594,1,7.057117,0.1058937
/Users/brianpulfer/Desktop/dataset/IMG/center_00000137.jpg,0.1214068,1,7.059186,0.09253284
/Users/brianpulfer/Desktop/dataset/IMG/center_00000138.jpg,0.160801,1,7.194927,0.06766283
/Users/brianpulfer/Desktop/dataset/IMG/center_00000139.jpg,0.2004229,0.9207562,7.112726,0.05664176
/Users/brianpulfer/Desktop/dataset/IMG/center_00000140.jpg,0.2453585,0.830885,7.201632,0.04613464
/Users/brianpulfer/Desktop/dataset/IMG/center_00000141.jpg,0.2847092,0.7521837,7.235472,0.02995824
/Users/brianpulfer/Desktop/dataset/IMG/center_00000142.jpg,0.3240054,0.6735912,7.210417,0.02426142
/Users/brianpulfer/Desktop/dataset/IMG/center_00000143.jpg,0.3682749,0.7621301,7.285799,0.02075672
/Users/brianpulfer/Desktop/dataset/IMG/center_00000144.jpg,0.4079085,0.8413973,7.220676,0.02123648
/Users/brianpulfer/Desktop/dataset/IMG/center_00000145.jpg,0.4491142,0.9238087,7.227573,0.02576866
/Users/brianpulfer/Desktop/dataset/IMG/center_00000146.jpg,0.4936589,1,7.244324,0.04373383
/Users/brianpulfer/Desktop/dataset/IMG/center_00000147.jpg,0.5,1,7.227635,0.05759628
/Users/brianpulfer/Desktop/dataset/IMG/center_00000148.jpg,0.5,0.9052181,7.282659,0.09376081
/Users/brianpulfer/Desktop/dataset/IMG/center_00000149.jpg,0.5,0.8225523,7.183906,0.1164109
/Users/brianpulfer/Desktop/dataset/IMG/center_00000150.jpg,0.5,0.7266964,7.143856,0.1711622
/Users/brianpulfer/Desktop/dataset/IMG/center_00000151.jpg,0.5,0.643003,7.255551,0.1218208
/Users/brianpulfer/Desktop/dataset/IMG/center_00000152.jpg,0.5,0.5502965,7.175508,0.06738914
/Users/brianpulfer/Desktop/dataset/IMG/center_00000153.jpg,0.5,0.4658692,7.159956,0.04484786
/Users/brianpulfer/Desktop/dataset/IMG/center_00000154.jpg,0.5,0.5596932,7.107152,0.02610854
/Users/brianpulfer/Desktop/dataset/IMG/center_00000155.jpg,0.5,0.6411862,7.116412,-0.003236684
/Users/brianpulfer/Desktop/dataset/IMG/center_00000156.jpg,0.5,0.7267898,7.017108,-0.01233069
/Users/brianpulfer/Desktop/dataset/IMG/center_00000157.jpg,0.5,0.8198646,6.950673,-0.02244391
/Users/brianpulfer/Desktop/dataset/IMG/center_00000158.jpg,0.5,0.9055522,7.042245,-0.02308977
/Users/brianpulfer/Desktop/dataset/IMG/center_00000159.jpg,0.5,0.9976603,7.00383,-0.01497045
/Users/brianpulfer/Desktop/dataset/IMG/center_00000160.jpg,0.5,1,7.013605,-0.006362456
/Users/brianpulfer/Desktop/dataset/IMG/center_00000161.jpg,0.5,1,6.974989,0.01978203
/Users/brianpulfer/Desktop/dataset/IMG/center_00000162.jpg,0.4582245,1,7.042254,0.03739336
/Users/brianpulfer/Desktop/dataset/IMG/center_00000163.jpg,0.4112324,1,7.031459,0.08288733
/Users/brianpulfer/Desktop/dataset/IMG/center_00000164.jpg,0.3695107,1,7.052787,0.1105401
/Users/brianpulfer/Desktop/dataset/IMG/center_00000165.jpg,0.3221094,1,7.034724,0.174443
/Users/brianpulfer/Desktop/dataset/IMG/center_00000166.jpg,0.2799499,1,7.149818,0.2109048
/Users/brianpulfer/Desktop/dataset/IMG/center_00000167.jpg,0.2325634,1,7.145425,0.2917434
/Users/brianpulfer/Desktop/dataset/IMG/center_00000168.jpg,0.1905506,1,7.07173,0.2584887
/Users/brianpulfer/Desktop/dataset/IMG/center_00000169.jpg,0.1421082,1,7.27835,0.2338679
/Users/brianpulfer/Desktop/dataset/IMG/center_00000170.jpg,0.09625629,1,7.252944,0.2246105
/Users/brianpulfer/Desktop/dataset/IMG/center_00000171.jpg,0.04709978,1,7.330561,0.2121265
/Users/brianpulfer/Desktop/dataset/IMG/center_00000172.jpg,0.0911796,1,7.47627,0.2078227
/Users/brianpulfer/Desktop/dataset/IMG/center_00000173.jpg,0.1402971,1,7.493238,0.2044578
/Users/brianpulfer/Desktop/dataset/IMG/center_00000174.jpg,0.1839994,1,7.475531,0.2056544
/Users/brianpulfer/Desktop/dataset/IMG/center_00000175.jpg,0.2339404,1,7.520543,0.2117371
/Users/brianpulfer/Desktop/dataset/IMG/center_00000176.jpg,0.2783371,1,7.519204,0.2273908
/Users/brianpulfer/Desktop/dataset/IMG/center_00000177.jpg,0.3283543,1,7.651104,0.2379743
/Users/brianpulfer/Desktop/dataset/IMG/center_00000178.jpg,0.3774925,1,7.635677,0.2654755
/Users/brianpulfer/Desktop/dataset/IMG/center_00000179.jpg,0.4226479,1,7.617664,0.2827598
/Users/brianpulfer/Desktop/dataset/IMG/center_00000180.jpg,0.4739473,1,7.680498,0.3246163
/Users/brianpulfer/Desktop/dataset/IMG/center_00000181.jpg,0.5,1,7.704598,0.3773274
/Users/brianpulfer/Desktop/dataset/IMG/center_00000182.jpg,0.5,1,7.6389,0.4075511
/Users/brianpulfer/Desktop/dataset/IMG/center_00000183.jpg,0.5,1,7.597114,0.4762569
/Users/brianpulfer/Desktop/dataset/IMG/center_00000184.jpg,0.5,1,7.620955,0.3536083
/Users/brianpulfer/Desktop/dataset/IMG/center_00000185.jpg,0.5,1,7.586228,0.3331368
/Users/brianpulfer/Desktop/dataset/IMG/center_00000186.jpg,0.5,1,7.531999,0.3029507
/Users/brianpulfer/Desktop/dataset/IMG/center_00000187.jpg,0.5,1,7.577179,0.2928392
/Users/brianpulfer/Desktop/dataset/IMG/center_00000188.jpg,0.5,1,7.533725,0.2838305
/Users/brianpulfer/Desktop/dataset/IMG/center_00000189.jpg,0.5,1,7.469884,0.2880754
/Users/brianpulfer/Desktop/dataset/IMG/center_00000190.jpg,0.5,1,7.540452,0.2949908
/Users/brianpulfer/Desktop/dataset/IMG/center_00000191.jpg,0.5,1,7.575753,0.3184841
/Users/brianpulfer/Desktop/dataset/IMG/center_00000192.jpg,0.4544157,1,7.565997,0.3554915
/Users/brianpulfer/Desktop/dataset/IMG/center_00000193.jpg,0.403283,1,7.570103,0.3785771
/Users/brianpulfer/Desktop/dataset/IMG/center_00000194.jpg,0.3520556,1,7.633009,0.4339511
/Users/brianpulfer/Desktop/dataset/IMG/center_00000195.jpg,0.3065788,1,7.529058,0.4656896
/Users/brianpulfer/Desktop/dataset/IMG/center_00000196.jpg,0.2563614,1,7.654036,0.5385774
/Users/brianpulfer/Desktop/dataset/IMG/center_00000197.jpg,0.2122659,1,7.726226,0.6228009
/Users/brianpulfer/Desktop/dataset/IMG/center_00000198.jpg,0.2625654,1,7.702932,0.4890755
/Users/brianpulfer/Desktop/dataset/IMG/center_00000199.jpg,0.3136553,1,7.843203,0.4574297
/Users/brianpulfer/Desktop/dataset/IMG/center_00000200.jpg,0.3611014,1,7.835032,0.4371347
/Users/brianpulfer/Desktop/dataset/IMG/center_00000201.jpg,0.4120714,1,7.811795,0.4311678
/Users/brianpulfer/Desktop/dataset/IMG/center_00000202.jpg,0.4638232,1,7.800937,0.42766
/Users/brianpulfer/Desktop/dataset/IMG/center_00000203.jpg,0.5,1,7.753884,0.4353325
/Users/brianpulfer/Desktop/dataset/IMG/center_00000204.jpg,0.5,1,7.858226,0.4433264
/Users/brianpulfer/Desktop/dataset/IMG/center_00000205.jpg,0.5,1,7.8591,0.4675202
/Users/brianpulfer/Desktop/dataset/IMG/center_00000206.jpg,0.5,1,7.856691,0.5046532
/Users/brianpulfer/Desktop/dataset/IMG/center_00000207.jpg,0.5,1,7.829496,0.5276638
/Users/brianpulfer/Desktop/dataset/IMG/center_00000208.jpg,0.5,1,7.885878,0.5834975
/Users/brianpulfer/Desktop/dataset/IMG/center_00000209.jpg,0.5,1,7.776019,0.6158917
/Users/brianpulfer/Desktop/dataset/IMG/center_00000210.jpg,0.5,1,7.745601,0.6894647
/Users/brianpulfer/Desktop/dataset/IMG/center_00000211.jpg,0.5,1,7.887744,0.5661304
/Users/brianpulfer/Desktop/dataset/IMG/center_00000212.jpg,0.5,1,7.87165,0.5251985
/Users/brianpulfer/Desktop/dataset/IMG/center_00000213.jpg,0.4444844,1,7.873567,0.4961452
/Users/brianpulfer/Desktop/dataset/IMG/center_00000214.jpg,0.3930047,1,7.793881,0.4870173
/Users/brianpulfer/Desktop/dataset/IMG/center_00000215.jpg,0.3396214,1,7.880229,0.4773705
/Users/brianpulfer/Desktop/dataset/IMG/center_00000216.jpg,0.2918022,1,7.838171,0.4803257
/Users/brianpulfer/Desktop/dataset/IMG/center_00000217.jpg,0.2388643,1,7.837275,0.4864783
/Users/brianpulfer/Desktop/dataset/IMG/center_00000218.jpg,0.2924511,1,7.902991,0.5076587
/Users/brianpulfer/Desktop/dataset/IMG/center_00000219.jpg,0.339696,1,7.90251,0.5410073
/Users/brianpulfer/Desktop/dataset/IMG/center_00000220.jpg,0.3951707,1,7.945526,0.5870206
/Users/brianpulfer/Desktop/dataset/IMG/center_00000221.jpg,0.4484208,1,7.934518,0.6144705
/Users/brianpulfer/Desktop/dataset/IMG/center_00000222.jpg,0.5,1,7.950529,0.6795363
/Users/brianpulfer/Desktop/dataset/IMG/center_00000223.jpg,0.5,1,7.968507,0.5887903
/Users/brianpulfer/Desktop/dataset/IMG/center_00000224.jpg,0.5,1,7.902807,0.5348759
/Users/brianpulfer/Desktop/dataset/IMG/center_00000225.jpg,0.5,1,8.003956,0.5121518
/Users/brianpulfer/Desktop/dataset/IMG/center_00000226.jpg,0.5,1,7.951823,0.4756646
/Users/brianpulfer/Desktop/dataset/IMG/center_00000227.jpg,0.5,1,7.924964,0.4513442
/Users/brianpulfer/Desktop/dataset/IMG/center_00000228.jpg,0.5,1,7.993941,0.4436834
/Users/brianpulfer/Desktop/dataset/IMG/center_00000229.jpg,0.4466035,1,7.947868,0.4374599
/Users/brianpulfer/Desktop/dataset/IMG/center_00000230.jpg,0.3965855,1,7.873508,0.4431572
/Users/brianpulfer/Desktop/dataset/IMG/center_00000231.jpg,0.3425125,1,8.079254,0.4604494
/Users/brianpulfer/Desktop/dataset/IMG/center_00000232.jpg,0.3969343,1,8.066569,0.4906565
/Users/brianpulfer/Desktop/dataset/IMG/center_00000233.jpg,0.4512187,1,7.953035,0.5104887
/Users/brianpulfer/Desktop/dataset/IMG/center_00000234.jpg,0.5,1,8.022766,0.5591751
/Users/brianpulfer/Desktop/dataset/IMG/center_00000235.jpg,0.5,1,7.976244,0.3994672
/Users/brianpulfer/Desktop/dataset/IMG/center_00000236.jpg,0.5,1,8.012272,0.3384661
/Users/brianpulfer/Desktop/dataset/IMG/center_00000237.jpg,0.5,0.8859753,8.092813,0.2892346
/Users/brianpulfer/Desktop/dataset/IMG/center_00000238.jpg,0.5,0.764846,8.075678,0.2523756
/Users/brianpulfer/Desktop/dataset/IMG/center_00000239.jpg,0.5,0.6417943,8.005659,0.2274135
/Users/brianpulfer/Desktop/dataset/IMG/center_00000240.jpg,0.5,0.5113871,7.938367,0.2147877
/Users/brianpulfer/Desktop/dataset/IMG/center_00000241.jpg,0.5,0.6379688,7.892548,0.2140203
/Users/brianpulfer/Desktop/dataset/IMG/center_00000242.jpg,0.5,0.7664768,7.832901,0.2253064
/Users/brianpulfer/Desktop/dataset/IMG/center_00000243.jpg,0.5,0.6377174,7.782664,0.2496682
/Users/brianpulfer/Desktop/dataset/IMG/center_00000244.jpg,0.5,0.5096656,7.776668,0.2859082
/Users/brianpulfer/Desktop/dataset/IMG/center_00000245.jpg,0.5,0.3790414,7.672893,0.3629481
/Users/brianpulfer/Desktop/dataset/IMG/center_00000246.jpg,0.5,0.2438606,7.62154,0.1114998
/Users/brianpulfer/Desktop/dataset/IMG/center_00000247.jpg,0.5,0.1025849,7.487237,0.05395229
/Users/brianpulfer/Desktop/dataset/IMG/center_00000248.jpg,0.5,0,7.364779,0.008317645
/Users/brianpulfer/Desktop/dataset/IMG/center_00000249.jpg,0.5,0,7.138527,-0.0383719
/Users/brianpulfer/Desktop/dataset/IMG/center_00000250.jpg,0.5,0,7.052973,-0.05639295
/Users/brianpulfer/Desktop/dataset/IMG/center_00000251.jpg,0.4278987,0.1442027,6.971866,-0.06347879
/Users/brianpulfer/Desktop/dataset/IMG/center_00000252.jpg,0.3591346,0.2817308,6.869767,-0.05404615
/Users/brianpulfer/Desktop/dataset/IMG/center_00000253.jpg,0.2851337,0.4297326,6.851316,-0.031675
/Users/brianpulfer/Desktop/dataset/IMG/center_00000254.jpg,0.2147834,0.289032,6.760668,0.02601003
/Users/brianpulfer/Desktop/dataset/IMG/center_00000255.jpg,0.1441481,0.1477615,6.745561,0.07854095
/Users/brianpulfer/Desktop/dataset/IMG/center_00000256.jpg,0,0.0007319599,6.675345,0.08517123
/Users/brianpulfer/Desktop/dataset/IMG/center_00000257.jpg,-0.07059012,0,6.651502,0.1269175
/Users/brianpulfer/Desktop/dataset/IMG/center_00000258.jpg,-0.1412526,0,6.648428,0.1598059
/Users/brianpulfer/Desktop/dataset/IMG/center_00000259.jpg,-0.2158104,0,6.563261,0.2077693
/Users/brianpulfer/Desktop/dataset/IMG/center_00000260.jpg,-0.2888506,0,6.508411,0.2349301
/Users/brianpulfer/Desktop/dataset/IMG/center_00000261.jpg,-0.3640097,0,6.470104,0.2613525
/Users/brianpulfer/Desktop/dataset/IMG/center_00000262.jpg,-0.4352497,0,6.400906,0.263971
/Users/brianpulfer/Desktop/dataset/IMG/center_00000263.jpg,-0.5,0,6.271697,0.254936
/Users/brianpulfer/Desktop/dataset/IMG/center_00000264.jpg,-0.5,0,6.142552,0.2195346
/Users/brianpulfer/Desktop/dataset/IMG/center_00000265.jpg,-0.5,0,5.999809,0.1816662
/Users/brianpulfer/Desktop/dataset/IMG/center_00000266.jpg,-0.5,0,5.779311,0.105913
/Users/brianpulfer/Desktop/dataset/IMG/center_00000267.jpg,-0.5,0,5.719646,0.04264329
/Users/brianpulfer/Desktop/dataset/IMG/center_00000268.jpg,-0.5,0,5.675031,0.1758611
/Users/brianpulfer/Desktop/dataset/IMG/center_00000269.jpg,-0.5,0,5.456785,0.2289674
/Users/brianpulfer/Desktop/dataset/IMG/center_00000270.jpg,-0.5,0,5.400876,0.2486758
/Users/brianpulfer/Desktop/dataset/IMG/center_00000271.jpg,-0.5,0,5.349396,0.2560841
